nombre_colegio,departamento,total_postulantes,total_ingresantes
HECTOR PRETELL CARBONELL,LIMA,1,0
JORGE CHAVEZ DARNEL,ICA,1,0
ISEAI PUCARA-LAMPA,PUNO,1,0
I.E N°7262 MI NUEVO PERU,LIMA,1,0
PRESENTACIÓN DE MARÍA N°41 COMAS,LIMA,1,1
FE Y ALEGRIA N32,LIMA,1,0
INGENIOS SCHOOL,LIMA,1,0
MI NUEVO PERÚ 7262,LIMA,1,0
TECHNOLOGY SCHOOLS DE ATE,LIMA,1,0
INNOVA SCHOOLS CERCADO DE LIMA,LIMA,1,0
CONSORCIO EDUCATIVO SAN ANTONIO DE PADUA,LIMA,1,0
SAN JOSE Y EL REDENTOR,LIMA,1,0
ESCUELA DE TALENTOS 5143,CALLAO,1,1
THALES HUAYCAN,LIMA,1,0
VIVA ESPERANZA,PUNO,1,0
COLEGIO CORONEL JOSE BALTA,LIMA,1,0
SAN MARTÍN-JULIACA,PUNO,1,0
SANTA TERESITA DE JESÚS,ANCASH,1,0
I.E SAN MIGUEL,CAJAMARCA,1,0
SELECCION A,LIMA,1,0
LOS ANGELES DE NUESTRA SRA. DE GUADALUPE,LIMA,1,0
SAGRADO CORAZÓN DE JESUS,LIMA,1,0
20827 MERCEDES INDACOCHEA LOZANO,LIMA,1,0
SANTA URSULA,LIMA,1,0
GUE MARISCAL CACERES,AYACUCHO,1,0
PEDRO PAULET,CUSCO,1,0
20799-DANIEL ALCIDES,LIMA,1,0
INCA PACHACUTEC,LIMA,1,0
TRILCE SAN ISIDRO,LIMA,1,0
JUAN VELASCO ALVARADO,TUMBES,1,0
MI HOGAR Y ESCUELA,LIMA,1,0
CEBA LA SORBONA,LIMA,1,0
MARTIR DANIEL ALCIDES CARRIÓN,LIMA,1,0
COLEGIO PARROQUIAL SAN ANTONIO DE HUAMANGA,AYACUCHO,1,0
I.E BANDERA DEL PERÚ,ICA,1,0
ANTON COLLEGE,CALLAO,1,0
VIRGEN DEL CARMEN -1174,LIMA,1,1
IE COLEGIO PUENTE PIEDRA,AMAZONAS,1,0
SANTA CATALINA,LIMA,1,0
UNIVERSIA DEL CALLAO,CALLAO,1,0
JOSE MARÍA EGUREN,LIMA,1,0
NUESTRA SEÑORA DEL PATROCINIO,LIMA,1,0
SAGRADOS CORAZONES BELÉN,LIMA,1,0
I. E. JOSÉ MANUEL MEZA,ICA,1,0
I.E ALMIRANTE MIGUEL GRAU 2066,LIMA,1,0
0163 NÉSTOR ESCUDERO OTERO,LIMA,1,0
I.E. 7082 JUAN DE ESPINOZA MEDRANO,LIMA,1,1
138 PRÓCERES DE LA INDEPENDENCIA,LIMA,1,0
I.E.E. MIGUEL GRAU,LIMA,1,0
CALIFORNIA SCHOOL,LIMA,1,0
PROLOG - DELICIAS,LIMA,1,1
I.E. AMAUTA ATUSPARIA,ANCASH,1,0
2074 VIRGEN PEREGRINA DEL ROSARIO,LIMA,1,1
I.E.E 1070 MELITÓN CARVAJAL,LIMA,1,0
JULIO ALBERTO PONCE ANTUNEZ DE MAYOLO,CUSCO,1,1
SR DE GUALAMITA,CALLAO,1,0
MENTOR SCHOOLS,LIMA,1,0
CEP EL BUEN PASTOR,LIMA,1,1
I.E. JUVENTUD CIENTÍFICA,LIMA,1,0
COLEGIOS MONSERRAT SEDE VILLASOL,LIMA,1,0
CPEEI NUESRA SEÑORA DE MONTSERRAT,LIMA,1,0
INGENIEROS DE LUCUMOS,LIMA,1,0
JR.LAS AMAPOLAS #173,LIMA,1,1
I. E. JULIO CESAR ESCOBAR,LIMA,1,0
SUDAMERIZ,UCAYALI,1,0
LIBERTADOR DON JOSÉ DE SAN MARTIN,LIMA,1,0
I.E.P SANTIAGO APÓSTOL,LIMA,1,0
MERCEDES INDACOCHEA LOZANO,LIMA,1,0
I.E. PARROQUIAL SANTA ROSA DE LIMA,LIMA,1,1
I.E. EMBLEMÁTICA SAN JUAN,LIMA,1,0
I.E.P SAGRADO CORAZÓN DE JESÚS,LIMA,1,0
MANUEL RAMIREZ BARINAGA,LIMA,1,0
COLEGIO WARLDORF CIENEGUILLA,LIMA,1,0
CRISTO MISERICORDIOSO,LIMA,1,0
3037 GRAN AMAUTA,LIMA,1,1
NUEVO PERÚ,LIMA,1,0
I.E. REINO DE ESPAÑA,LIMA,1,0
CIENCIAS Y TECNOLOGIA,LIMA,1,0
JEAN PIAGET LA MOLINA,LIMA,1,0
PADRE ILUMINATO,LIMA,1,1
I.E JOSÉ CARLOS MARIATEGUI 88106,ANCASH,1,0
BARBARA D ACHILLE,CALLAO,1,0
COLEGIO INTEGRAL,ANCASH,1,1
INNOVA SCHOOLS CHINCHA,ICA,1,0
I.E 6066 VILLA EL SALVADOR,LIMA,1,0
SAN ANTONIO DE PADUA,HUANCAVELICA,1,0
LOS INKAS,LIMA,1,0
GUILLERMO VILLADEGUT FERRUFINO,APURIMAC,1,0
REYNO DE ESPAÑA,LIMA,1,0
I.E.E N°1182 EL BOSQUE,LIMA,1,0
AMERICAN SYSTEMS,LIMA,1,0
JOSE MARÍA ESCRIBA,LIMA,1,1
I.E P.N.P BACILIO RAMÍREZ PEÑA,PIURA,1,0
IE MIXTO INDEPENDENCIA,LIMA,1,0
MONITOR HUASCAR I.E.P,LIMA,1,0
MONSERRAT DE CARABAYLLO,LIMA,1,0
JESÚS EL NAZARENO,LIMA,1,0
CARLOS FERMÍN FITZCARALD,ANCASH,1,0
I.E.P. HENRI LA FONTAINE,LIMA,1,0
PRESENTACIÓN DE MARIA Nº41,LIMA,1,0
FELIPE SANTIAGO ESTENOS,LIMA,1,0
EL CAMINO,JUNIN,1,0
I.E.P.E. ANDRÉS DE LOS REYES,LIMA,1,1
I.E.P. SEÑOR DEL PERDÓN,SAN MARTIN,1,0
MÁSTERCIENCIA,LIMA,1,0
PEDRO ADOLFO LAVARTE EFFIO,LIMA,1,0
IEP SAN ISIDRO LABRADOR,LIMA,1,1
MARIA Y JOSE DE LOS OLIVOS,LIMA,1,0
DIVINA MISERICORDIA SRL,HUANUCO,1,0
BERNHAD BOLZANO,LIMA,1,0
INSTITUCIÓN EDUCATIVA LIBERTAD,LIMA,1,0
IE MIRAFLORES 82113,CAJAMARCA,1,0
JOHN F KENNEDY,LIMA,1,0
ST. ANDREW,AREQUIPA,1,0
MONSERRAT-COMAS,LIMA,1,0
IEP BARTON COMAS,LIMA,1,0
SAN JUAN DE LAS AMERICAS,LIMA,1,1
JOULE CAYMA,AREQUIPA,1,0
B.F. SKINNER,LIMA,1,1
ESCUELA HOGAR SAGRADA FAMILIA,CALLAO,1,0
IEP GAKUSEI,LIMA,1,0
PERUANO SUIZO 7084,LIMA,1,0
I.E.P. JESÚS SALVADOR,LIMA,1,0
COLEGIO PITÁGORAS - SEDE COMAS,LIMA,1,1
MANUEL SEOANE CORRALES,LAMBAYEQUE,1,0
SANTO DOMINGO EL PREDICADOR,CALLAO,1,0
EMMI PIKLER,LIMA,1,0
I.E.P JOHN F. KENNEDY,LIMA,1,0
COLEGIO SANTA URSULA DE NAZARET SAC,LIMA,1,1
LAS AMÉRICAS,LIMA,1,0
PERU-HOLANDA 2086,LIMA,1,0
VIRGEN DE FÁTIMA 121,LIMA,1,0
3520 ZAPAN,LIMA,1,0
INDIRA GANDHI 1227,LIMA,1,0
SANTA CRUZ - HUAROCHIRI,LIMA,1,0
FE Y ALEGRIA 23,LIMA,1,0
PATRÓN SAN ISIDRO DE SANTA ANITA,LIMA,1,1
COLEGIO ALPAMAYO,LIMA,1,0
7228 PERUANO CANADIENSE,LIMA,1,1
HAPPY SCHOOL,LIMA,1,0
MARÍA REYNA DEL CIELO SCHOOL,LIMA,1,1
I.E.P. NUESTRA SEÑORA DEL SAGRADO CORAZÓN DE JESÚS,ANCASH,1,0
I.E.P ANGLO AMERICANO,LIMA,1,0
ABRAHAM VALDELOMAR,LIMA,1,0
JOSÉ CARLOS MARIÁTEGUI #2048,LIMA,1,0
ALEJANDRO SÁNCHEZ ARTEAGA,LIMA,1,0
ELEAZAR GUZMÁN BARRÓN,ANCASH,1,1
INGENIERÍA,JUNIN,1,0
1267 LA CAMPIÑA,AMAZONAS,1,0
ALCIDES CARRION,LIMA,1,1
DOMINGO SAVIO,LIMA,1,0
IEP EMILIA BARCIA BONIFATTI,LIMA,1,0
POLITECNICO REGIONAL LOS ANDES-JULIACA,PUNO,1,0
AMUTA,LIMA,1,0
ANT SCHOOL,CAJAMARCA,1,0
I.E SAN PEDRO DE CHORRILLOS,LIMA,1,1
INSTITUCIÓN EDUCATIVA CHONGOYAPE,LAMBAYEQUE,1,1
COLEGIO GALENO,PUNO,1,0
ANDRÉS DE LOS REYES,LIMA,1,1
I.E.WALDEN SCHOOL,LIMA,1,1
COLEGIO SAN FELIPE,LIMA,1,1
CEBA JEAN JACQUES ROUSSEAU,CALLAO,1,0
PAMER PUENTE PIEDRA,LIMA,1,0
TRILCE DE LA MOLINA,LIMA,1,1
CENTRO EDUCATIVO PARTICULAR SAN ANTONIO DE PADURA,SAN MARTIN,1,1
JESÚS EL MAESTRO,LIMA,1,0
I.E BRÍGIDA SILVA DE OCHOA,LIMA,1,0
PRECURSORES DE LA INDEPENDENCIA NACIONAL PNP,LIMA,1,0
SAN FRANCISCO DE CARHUAMAYO,JUNIN,1,0
TOMAS ARIETA CRUZ,CALLAO,1,1
VICTOR ANDRES BELAUNDE,SAN MARTIN,1,0
SAN JUAN BOSCO,JUNIN,1,0
CENTRO DE VARONES EX 451,LIMA,1,0
5080 SOR ANA DE LOS ANGELES,CALLAO,1,0
INNOVA SCHOOLS,TACNA,1,0
EL HOGAR CHORRILLOS,LIMA,1,0
FE Y ALEGRÍA N°12 - PUENTE PIEDRA,LIMA,1,0
I.E. MX. N 101 SHUJI KITAMURA,LIMA,1,1
PAMER GRAMADALES,LIMA,1,0
JOSE ANTONIO ENCINAS,APURIMAC,1,0
GERMÁN CARO RIOS,HUANCAVELICA,1,0
SAN AGUSTIN DE LOS SAIRES,CALLAO,1,0
MENTOR,LIMA,1,0
INCA GARCILASO DE LA VEGA,ANCASH,1,0
I.E.P.BELEN,LIMA,1,0
TÚPAC AMARU LL,LIMA,1,0
JORGE BASADRE GROHMAANN,LIMA,1,0
IE 22393 CHANGUILLO,ICA,1,0
I.E.S.P JOSÉ MARÍA ARGUEDAS,AYACUCHO,1,1
I.E.MARÍA INMACULADA FE Y ALEGRÍA 78,CAJAMARCA,1,0
UNIVERSITY,LIMA,1,0
COLEGIO RENÁN ELÍAS OLIVERA,LAMBAYEQUE,1,0
JOSE MARIA ARGUEDAS 7081,LIMA,1,0
IE SANTA ROSA 6094,LIMA,1,1
JOSE OBRERO,LIMA,1,0
SEÑOR DE LA ASCENSIÓN,LIMA,1,0
COLEGIO COMERCIO 32,PUNO,1,0
COLEGIA INGENIERIA,LIMA,1,0
EL TRIUNFO,PIURA,1,1
6039 - FERNANDO CARBAJAL SEGURA,LIMA,1,0
INSTITUCION EDUCATIVA CIMA,LAMBAYEQUE,1,0
IEP LUMBRERAS PUENTE PIEDRA,LIMA,1,0
I.E.E. JUAN GUERRERO QUIMPER,LIMA,1,0
I.E.P.Q NIÑO JESUS,LIMA,1,0
RAMÓN CASTILLA COMAS-RETABLO,LIMA,1,1
REINO DE LOS CIELOS,LIMA,1,1
ALMIRANTE MIGUEL GRAU 2066 ANCON.,LIMA,1,0
0148 MAESTRO VÍCTOR RAÚL HAYA DE LA TORRE,LIMA,1,0
I.E. VASILI SUJOMLINSKY,LIMA,1,0
APPU,LIMA,1,0
GRAN HUASCARAN,ANCASH,1,0
KEPLER COLLEGE,CAJAMARCA,1,0
I.E.P THALES DE MILETO,CALLAO,1,0
IE 0003 NUESTRA SEÑORA DEL CARMEN,LIMA,1,0
SAN JUAN DE DIOS,LIMA,1,0
I.E.P FRANCISCO DE ZELA,CALLAO,1,0
I.E.P. NUEVO HORIZONTE,PUNO,1,0
IESP JOSE MARIA ARGUEDAS,AYACUCHO,1,1
CATOLICO SAN PIO X,LIMA,1,1
COAR LIMA PROVINCIAS,CALLAO,1,1
PRESENTACIÓN DE MARIA N41,LIMA,1,0
SOR ANA DE LOS ÁNGELES,CALLAO,1,0
TECNICO 3052,LIMA,1,0
POLITECNICO REGIOMAL LOS ANDES,PUNO,1,0
I.E LA SAGRADA FAMILIA FE Y ALEGRIA N°64,HUANUCO,1,0
EXCELENTI,LIMA,1,0
SAFO OLIVEROS,LIMA,1,0
I.E. 88021 ALFONSO UGARTE,ANCASH,1,1
I.E.P. RENE DESCARTES,LIMA,1,1
COLEGIO PITAGORAS VERDE EL MATEMÁTICO,LIMA,1,0
MICAELA BASITDAS JEC,APURIMAC,1,0
LA MERCED - EVARISTE GALOIS,CALLAO,1,1
ANDRE AVELINO CÁCERES DORREGARAY 20975,LIMA,1,0
EL HOGAR,LIMA,1,0
URIBES SCHOOL,LIMA,1,0
I.E.S CÉSAR VALLEJO,PUNO,1,0
I. E. P. LUMBRERAS DE SANTA ANITA,LIMA,1,0
6048 JORGE BASADRE,LIMA,1,1
JULIO CÉSAR ESCOBAR,LIMA,1,0
LA SORBONA DE LIMA,LIMA,1,0
INNOVA SCHOOLS,ICA,1,0
COLEGIOS DE ALTO RENDIMIENTO,ANCASH,1,0
3065 VIRGEN DEL CARMEN,LIMA,1,0
COLEGIO JEAN LEBLANC VENNE,LIMA,1,1
JOSÉ CARLOS MARIATEGUI,APURIMAC,1,1
NUEVO MUNDO CEDE CHOSICA,LIMA,1,0
I.E. N°0090 DANIEL ALCIDES CARRIÓN,LIMA,1,0
EL AMAUTA JOSÉ CARLOS MARIÁTEGUI,LIMA,1,1
CIENCIAS Y HUMANIDADES,JUNIN,1,0
SANTÍSIMA MARIA,LIMA,1,1
3087,LIMA,1,0
I.E.P. SAN IGNACIO DE RECALDE,PUNO,1,0
CHRISTIAN COLLEGE,LIMA,1,0
MANUEL A. RAMIREZ BARINAGA - MARISTAS,LIMA,1,0
COLEGIO EXPERIMENTAL DE APLICACIÓN CEAUNE,LIMA,1,0
WEZ COLLEGE,CAJAMARCA,1,0
UNION PORVENIR,CALLAO,1,0
INGENIEROS UNI ATE,LIMA,1,0
AMERICO GARIBALDI GHERSI,MOQUEGUA,1,0
SAN JOSE HERMANOS MARISTAS CALLAO,CALLAO,1,0
I.E.P GAKUSEI,LIMA,1,0
EL AMAUTA 164,LIMA,1,0
32 MARIANO H. CORNEJO,PUNO,1,0
RAUL PORRAS BARNECHEA,LIMA,1,0
LUIS ENRIQUE GALVÁN,LIMA,1,0
I.E. JOSE ANTONIO ENCINAS FRANCO,LIMA,1,0
I.E. FLORES,LIMA,1,0
COMERCIO Nº64,UCAYALI,1,0
I.E. 2032 MANUEL SCORZA TORRES,LIMA,1,0
I.E.P SAN LUIS,LIMA,1,0
JUAN MATEMÁTICO CATÓLICO,LIMA,1,0
IE NUEVO MUNDO,LIMA,1,0
ING. CARLOS LISSON BEINGOLEA,LIMA,1,1
NUEVO PERÚ - JUAN CRONIQUEUR APPU,LIMA,1,1
SANTISIMA VIRGEN DE LAS MERCEDES,LIMA,1,0
ESTER CACERES,LIMA,1,0
IE FEDERICO VILLARREAL,HUANCAVELICA,1,0
GRAL.EMILIO SOYER CABERO,LIMA,1,0
I. E. P. JUANA MORENO,HUANUCO,1,0
COLEGIO RODOLFO DIECEL,PUNO,1,0
IEE SAN RAMON,AYACUCHO,1,0
IEE RICARDO BENTIN,LIMA,1,0
TRILCE DE SANTA ANITA,LIMA,1,0
60993 RAMON CASTILLA Y MARQUEZADO,LORETO,1,0
HIPOLITO UNANUE,CAJAMARCA,1,1
MARIANNE FROSTIG,LIMA,1,0
C.E.P. LA SAGRADA FAMILIA,LIMA,1,1
SAN GABRIEL,LIMA,1,0
CORONEL JOSÉ FÉLIX BOGADO 2063,LIMA,1,0
GABRIELA MISTRAL,LIMA,1,1
MIGUEL GRAU SEMINARIO 137 SJL,LIMA,1,0
I.E. MANUEL SCORZA TORRES 2032,AMAZONAS,1,0
ENRIQUE NAPOLEON ESPINOZA DIOSES,LIMA,1,0
IE JUAN GUERRERO QUIMPER,LIMA,1,0
I.E. 130 HÉROES DEL CENEPA,LIMA,1,0
IE MAYOR PNP FELIX ROMAN TELLO ROJAS,LIMA,1,0
COLEGIO NEWTON SEDE TORRE BLANCA,LIMA,1,0
I.E.E MARIANO MELGAR,LIMA,1,0
SKINNER,LIMA,1,0
COLEGIO SALAMANCA,LIMA,1,0
I.E.P ALFRED NOBEL,LIMA,1,0
FE U ALEGRÍA 24,LIMA,1,0
SAN LUIS GONZAGA FE Y ALEGRÍA 22,AMAZONAS,1,0
ELÍAS REMIGIO AGUIRRE ROMERO 7224,LIMA,1,0
FERNANDO STAL,SAN MARTIN,1,0
I.E PROYECTO INTEGRAL CHAVARRIA,LIMA,1,0
NUESTRA SEÑORA DE LA INMACULADA CONCEPCIÓN N° 025,LIMA,1,0
3056 GRAN BRETAÑA,LIMA,1,1
RENÉ DESCARTES,LIMA,1,0
COLEGIO NACIONAL Nº 3710 SANTÍSIMA TRINIDAD,LIMA,1,0
COLEGIO ALEXANDER VON HUMBOLDT,TACNA,1,1
IEP SANTA CATALINA,PUNO,1,0
I.E.P TRILCE,LIMA,1,0
SAN ANTONIO DE CHINCHOBAMBA,ANCASH,1,0
IEP FERMIN TANGUIS,LIMA,1,0
JAIME WHITE,LIMA,1,0
IEP ALBERT EINSTEIN,LIMA,1,1
FRANCISCANA PADRE PIO SAROBE,JUNIN,1,1
I.E MATEO PUMACAHUA 6097,LIMA,1,0
SAN ROMAN,PUNO,1,0
I.E.P.M. COLEGIO MILITAR LEONCIO PRADO,CALLAO,1,0
IEP NUESTRA SEÑORA DE FATIMA,LIMA,1,0
I.E.P ALFA,CALLAO,1,0
I.E. TUPAC AMARU 20393,LIMA,1,0
046 VICTOR RAUL HAYA DE LA TORRE,LIMA,1,0
I.E JORGE BASADRE GROHMAN,LIMA,1,0
SANTA ROSA 6094,LIMA,1,0
SAN JOSE,LAMBAYEQUE,1,0
I.E DIVINO MAESTRO 7242,LIMA,1,0
COLEGIÓ MAYOR SECUNDARIA PRESIDENTE DEL PERÚ,LIMA,1,0
LITERATO RICARDO PALMA,LIMA,1,0
I.E.P VIRGEN DEL ROSARIO,LIMA,1,0
SAN AGUSTÍN LEIMEBAMBA,AMAZONAS,1,0
SAN AGUSTÍN,CALLAO,1,0
VISION MUNDIAL UGEL 03,LIMA,1,0
EXCELENTI,JUNIN,1,0
COAR PUNO,PUNO,1,0
JUAN CRONIQUER APPU,LIMA,1,1
MUNDO FELIZ I.E.P.,JUNIN,1,1
I.E.P. PERUANO AMERICANO,LIMA,1,1
CENTRO EDUCATIVO JACQUES COUSTEAU,LIMA,1,0
COLEGIOS INNOVA SCHOOL,LIMA,1,0
FELIPE GUAMÁN POMA DE AYALA,LIMA,1,0
I.E.P LOS NIÑOS DE JESUS,LIMA,1,0
FE Y ALEGRIA Nº 32,LIMA,1,0
COLEGIO JESÚS OBRERO PAMPLONA ALTA SJM,LIMA,1,0
IEP LA SAGRADA FAMILIA,LIMA,1,1
SAN JERONIMO,AREQUIPA,1,1
I.E.P. GREGOR MENDEL,PUNO,1,1
PROLOG- VMT,LIMA,1,0
PETRONILA SANCHEZ CARDENAS,PASCO,1,0
SAN JOSE DE PUNTA NEGRA,LIMA,1,0
DANIEL ALOMIA ROBLE 113,LIMA,1,0
GLORIOSO COMERCIO 32,PUNO,1,0
I. E. 3045 JOSÉ CARLOS MARIÁTEGUI LA CHIRA,LIMA,1,0
VILLA EL SALVADOR TECNICO 6066,LIMA,1,0
JOSÉ FAUSTINO SÁNCHEZ CARRIÓN I.E 0051,LIMA,1,0
IE. 2094 INCA PACHACUTEC,LIMA,1,0
SACO OLIVEROS EL RETABLO,LIMA,1,1
I.E.P PERUANO AMERICANO,LIMA,1,0
LORD BYRON SCHOOL,LIMA,1,0
SAGRADA FAMILIA FE Y ALEGRÍA 64,HUANUCO,1,0
COLEGIO CRISTO SALVADOR,LIMA,1,0
FE Y ALEGRIA Nº53,LIMA,1,0
REINO DE LOS CIELO LOS JARDINES,LIMA,1,0
COLEGIO MILITAR GRAN MARISCAL RAMON CASTILLA,LA LIBERTAD,1,1
INA - 91,PUNO,1,0
INSTITUCIÓN EDUCATIVA EMBLEMÁTICA SAN JUAN,LIMA,1,0
SAN JOSÉ MARIA,LIMA,1,0
7098 RODRIGO LARA BONILLA,LIMA,1,1
I.E.P SAN FRANCISCO DE ASIS,LIMA,1,0
SANTA ISABEL DE HUNGRIA,LIMA,1,0
SAN ISIDRO PATRÓN,LIMA,1,1
COLEGIO PRIVADO DIVINO JESÚS,LIMA,1,0
I.E PARROQUIAL NIÑO JESUS DE PRAGA,LIMA,1,0
INSTITUTO SEVILLA,LIMA,1,0
SACOS OLIVEROS,LIMA,1,1
CAYETANO HEREDIA,LIMA,1,0
MICAELA BATIDAS,APURIMAC,1,0
NUESTRA SEÑORA DEL ROSARIO,APURIMAC,1,0
INSTITUCIÓN EDUCATIVA 3096 FRANZ TAMAYO SOLARES,LIMA,1,0
JOSE MARIA ARGUEDA,LIMA,1,0
JUAN VELASCO ALVARADO EL SAUCE,PIURA,1,0
JUAN VELASCO ALVARADO,PUNO,1,1
IES CESAR VALLEJO,PUNO,1,1
I.E.S MÁXIMO RUFINO ESTEBAN,HUANUCO,1,0
JOSÉ CARLOS MARIATEGUI 1262,LIMA,1,0
JOHN F. KENNEDY,LIMA,1,0
AMERICA HIGH SCHOOL,CALLAO,1,0
I.E. JOSÉ ABELARDO QUIÑONES GONZALES,LIMA,1,0
COLEGIO LUZ DE LOS ANDES,PUNO,1,0
SANTA ROSA 2093,CALLAO,1,0
JOSE MARIA ARGUEDAS,CALLAO,1,0
UNIMASTER AV REVOLUCION 4TA ZONA COLLIQUE,LIMA,1,0
JESÚS Y MARÍA,LIMA,1,1
JORGE BASADRE 6048,LIMA,1,0
SAN JOSE JULIACA,PUNO,1,0
PAMER LA LIBERTAD,LIMA,1,0
TRILCE-COMAS,LIMA,1,0
I.E.P SAN JOSÉ,LIMA,1,0
I.E. 2091 MARISCAL ANDRES AVELINO,LIMA,1,0
COLEGIO VIRGO POTENS,LIMA,1,0
I.E.P.PITAGORAS,PIURA,1,0
COLEGIO NACIONAL CHAVÍN DE PARIARCA,LIMA,1,0
JEAN LEBLANC VENE,LIMA,1,0
SELECCIÓN A,LIMA,1,0
COLEGIO PARTICULAR INTEGRADO FRANCISCO BOLOGNESI,PASCO,1,0
COLEGIO NACIONAL JOSÉ GABRIEL CONDORCANQUI,LIMA,1,0
I.E TUPAC AMARU II,LIMA,1,0
IE PNP JOSÉ HÉCTOR RODRÍGUEZ TRIGOSO,LIMA,1,0
FRANCISCO INCA,LIMA,1,0
TECHNOLOGI SCHOOL,LIMA,1,0
I.E. EDELMIRA DEL PANDO,LIMA,1,1
FRANCISCO DE ZELA,JUNIN,1,0
TUPAC AMARU,PASCO,1,1
CONSORCIO EDUCATIVO CORAZON DE MARIA,LIMA,1,0
SANTA MÓNICA,PUNO,1,0
GRAN MARISCAL TORIBIO LUZURIAGA,LIMA,1,0
IE PALMAS REALES,LIMA,1,1
I.E. SANTA ROSA DE QUIVES N°108,LIMA,1,0
IE VIRGEN DE FATIMA 5051,CALLAO,1,1
GUSTAVO ADOLFO BÉCQUER,LIMA,1,0
COLEGIO LUZ ANDINA,PUNO,1,0
LOS NIÑOS DE MARIA,LIMA,1,0
JAVIER PÉREZ DE CUÉLLAR,JUNIN,1,0
ALFA,CALLAO,1,1
COLEGIO NACIONAL PILOTO SANTA ISABEL.,JUNIN,1,0
KARL WEISS,LAMBAYEQUE,1,0
SAINT JOSEPH,LIMA,1,1
SAN JOSÉ,LIMA,1,0
5166 BELLA AURORA,LIMA,1,0
MARIA Y JOSÉ DE LOS OLIVOS,LIMA,1,0
DIVINO MAESTRO 7242,LIMA,1,1
MONTE SION,CAJAMARCA,1,0
WILLIAM SHAKESPEARE SANTA ANITA,LIMA,1,0
MARÍA REINA DE CORAZONES,CALLAO,1,0
VÍCTOR ANDRÉS BELAÚNDE,JUNIN,1,0
FE Y ALEGRÍA N°20,CUSCO,1,0
ELLOY LLATAS BARÓN,CAJAMARCA,1,0
5097 SAN JUAN MACIAS,LIMA,1,0
PERUANO BRITÁNICO FRANCIS ASTON,PUNO,1,0
IE SAN LUIS 1128,LIMA,1,0
STEPHEN HAWKING,MOQUEGUA,1,0
FRANCISCO IZQUIERDO RIOS,HUANCAVELICA,1,0
APPU JUAN CRONIQUEUR,LIMA,1,0
JORGE CHAVEZ DARTNELL,JUNIN,1,0
FRIEDERICH GAUSS,CALLAO,1,0
SAN ANDRES,CAJAMARCA,1,0
TECHNOLOGY SECHOOLS,LIMA,1,0
I. E. SAN MARTN DE PORRES MAMAC,JUNIN,1,0
CRISTIANO EMAUS,LIMA,1,0
COLEGIO SALESIANO SAN JUAN BOSCO DE AYACUCHO,AYACUCHO,1,0
ENSEÑANZA DIVINA,LIMA,1,0
COLEGIO FOYER DE CHARITE SANTA ROSA,LIMA,1,0
I.E.P. SAN FRANCISCO DE ASIS,CALLAO,1,0
I.E. SACO OLIVEROS,LIMA,1,0
SAN VICENTE,ICA,1,1
B.GROUP,LIMA,1,1
3087 CARLOS CUETO FERNANDINI,LIMA,1,0
LICEO NAVAL ALMIRANTE GUISE,LIMA,1,0
JOSE IGNACIO MIRANDA INA 91,PUNO,1,0
JOSE ABELARDO QUIÑONES GONZALES,HUANCAVELICA,1,0
CEP SAN FRANCISCO JAVIER,LIMA,1,0
UGEL 04 ESTADOS UNIDOS,LIMA,1,0
SANTA ELIZABETH N° 100,LIMA,1,1
SAN FRANCISCO SOLANO,LIMA,1,0
PERUANO AMERICANO,LIMA,1,1
MIGUEL GRAU SEMINARIO,UCAYALI,1,0
IE TECNICO FAP MANUEL POLO JIMENEZ,LIMA,1,1
ASOCIACIÓN EDUCATIVA DE JESÚS,LIMA,1,1
LUIS ALBERTO GARCÍA ROJAS 147,LIMA,1,0
I.E.E ALFONSO UGARTE 1071,LIMA,1,0
I.E.P. SAGRADA FAMILIA,LIMA,1,0
INNOVA SCHOOL - SEDE ARABISCOS - SJL,LIMA,1,0
PARAISO FLORIDO 3082,LIMA,1,0
IEP JOHN NASH,LIMA,1,1
I.E. 1183 SAUL CANTORAL HUAMANI,LIMA,1,0
PACO YUNQUE,LIMA,1,0
I.E.P. NUESTRA SEÑORA DE COCHARCAS,LIMA,1,0
APLICACIÓN SAN MARCOS,LIMA,1,0
I.E.P.P PEDRO NOLASCO - CRISTO AMIGO,ANCASH,1,1
COLEGIO VIRGEN DE CHAPI,ICA,1,0
CONSORCIO SAN ROQUE DE SAN DIEGO,LIMA,1,0
ROBERT HOOCKE,LIMA,1,0
MENDEL CAMANÁ,AREQUIPA,1,0
I.E.LOS JARDINES DE MANCHAY,LIMA,1,0
I. E. 5168 ROSA LUZ,LIMA,1,0
MARÍA AUXILIADORA,AYACUCHO,1,0
INSTITUCIÓN EDUCATIVA MELITÓN CARVAJAL,LIMA,1,0
GRAN ALMIRANTE MIGUEL GRAU,LIMA,1,1
INGENIERIA,HUANCAVELICA,1,0
GUE LAS MERCEDES- JULIACA,PUNO,1,0
CHILA,APURIMAC,1,0
I.E JOSE MARIA ARGUEDAS 5026,CALLAO,1,0
I.E.PR. ELIM,PUNO,1,1
COLEGIO REPÚBLICA DE BOLIVIA,LIMA,1,0
COLEGIO PRIVADO NEWTON,LIMA,1,0
FE Y ALEGRIA 02,LIMA,1,1
PAMER COLEGIOS - LOS DURAZNOS,LIMA,1,1
CARLOS PAREJA PAZ SOLDÁN,LIMA,1,1
N° 100 SANTA ELISABETH,LIMA,1,0
HONORES LANDÁZURI,LIMA,1,0
